Estado,Fecha,Año,Mes,Temperatura,Precipitacion,Humedad,PM25,PM10,O3,NO2,SO2,CO,Poblacion,Densidad_Poblacional,Poblacion_Vulnerable_Pct,Casos_Respiratorios
Aguascalientes,2018-07-01,2018,7,31.35,99.5,76.17,9.47,20.24,0.0442,0.00908,0.00693,0.262,1425607,253.76,11.5,2413
Baja California,2018-07-01,2018,7,26.05,98.09,65.59,5.0,12.67,0.05028,0.00794,0.00403,0.1,3769020,52.75,10.2,6007
Baja California Sur,2018-07-01,2018,7,27.07,21.81,79.6,5.04,16.23,0.05097,0.00662,0.00389,0.128,798447,10.8,9.8,1141
Campeche,2018-07-01,2018,7,33.45,214.85,66.26,10.08,22.05,0.04987,0.00992,0.00685,0.172,928363,16.03,12.0,1491
Chiapas,2018-07-01,2018,7,30.13,206.18,78.9,7.38,12.48,0.04936,0.00774,0.00511,0.1,5543828,75.64,14.5,8777
Chihuahua,2018-07-01,2018,7,32.16,22.4,63.08,11.33,18.08,0.0444,0.01265,0.00814,0.372,3741869,15.12,11.8,6019
Coahuila,2018-07-01,2018,7,34.98,76.24,54.45,5.53,8.15,0.04322,0.00612,0.00558,0.211,3146771,20.76,11.0,4207
Colima,2018-07-01,2018,7,32.34,99.12,73.33,2.63,5.0,0.04639,0.001,0.00204,0.247,731391,130.03,12.5,1208
CDMX,2018-07-01,2018,7,28.97,92.62,77.5,12.04,17.31,0.04494,0.01411,0.0082,0.139,9209944,6160.5,14.2,19381
Durango,2018-07-01,2018,7,28.21,92.76,76.2,6.39,23.17,0.04701,0.00987,0.00656,0.1,1832650,14.86,12.0,2906
Guanajuato,2018-07-01,2018,7,30.94,94.02,74.47,7.11,14.0,0.05263,0.00904,0.00559,0.308,6166934,201.49,12.2,10132
Guerrero,2018-07-01,2018,7,33.17,79.99,73.04,5.06,13.47,0.05176,0.00682,0.00361,0.254,3540685,55.67,13.8,5552
Hidalgo,2018-07-01,2018,7,26.67,86.43,81.31,10.6,15.45,0.04686,0.00845,0.01077,0.402,3082841,148.12,13.0,5431
Jalisco,2018-07-01,2018,7,26.73,108.1,76.43,12.44,29.85,0.05255,0.01453,0.0088,0.329,8348151,106.23,12.4,16537
Edomex,2018-07-01,2018,7,27.71,100.06,60.3,18.57,32.22,0.05022,0.02074,0.01378,0.423,16992418,760.05,11.9,33664
Michoacán,2018-07-01,2018,7,26.25,83.43,79.31,7.36,17.53,0.04313,0.01028,0.00582,0.142,4748846,81.04,13.2,8021
Morelos,2018-07-01,2018,7,28.46,101.34,78.77,10.76,21.62,0.04913,0.01286,0.00687,0.285,1971520,404.08,13.5,3536
Nayarit,2018-07-01,2018,7,29.99,88.95,74.28,6.87,11.69,0.05247,0.00445,0.00516,0.192,1235456,44.42,12.8,1818
Nuevo León,2018-07-01,2018,7,28.79,77.01,79.69,12.5,18.95,0.04594,0.01346,0.00806,0.433,5784442,90.16,10.8,9718
Oaxaca,2018-07-01,2018,7,27.68,84.04,64.98,7.28,13.21,0.04903,0.01145,0.00393,0.1,4132148,44.07,14.8,6896
Puebla,2018-07-01,2018,7,31.66,77.87,81.19,7.74,17.84,0.05013,0.01024,0.00608,0.323,6583278,191.9,12.6,12937
Querétaro,2018-07-01,2018,7,31.47,85.86,72.46,4.9,8.67,0.04433,0.00483,0.00368,0.1,2368467,202.71,11.2,3778
Quintana Roo,2018-07-01,2018,7,32.8,76.87,89.95,7.79,8.85,0.04362,0.011,0.00474,0.152,1857985,41.56,9.5,2554
San Luis Potosí,2018-07-01,2018,7,25.38,108.71,70.9,11.45,17.29,0.05191,0.01544,0.00811,0.36,2822255,46.16,12.5,4913
Sinaloa,2018-07-01,2018,7,30.82,94.75,72.09,11.42,13.92,0.05003,0.01564,0.00946,0.329,3026943,52.77,12.0,5080
Sonora,2018-07-01,2018,7,35.76,26.57,53.42,6.1,11.69,0.04659,0.00733,0.005,0.1,2944840,16.42,11.2,3475
Tabasco,2018-07-01,2018,7,32.34,214.79,83.9,8.97,14.54,0.05149,0.01201,0.00532,0.355,2402598,97.15,12.5,3961
Tamaulipas,2018-07-01,2018,7,30.3,99.31,69.64,6.24,9.15,0.04951,0.00575,0.00562,0.1,3527735,44.0,11.5,5732
Tlaxcala,2018-07-01,2018,7,26.42,110.61,78.19,7.7,6.8,0.04357,0.00933,0.00454,0.29,1342977,336.5,12.2,2084
Veracruz,2018-07-01,2018,7,28.73,219.71,85.03,9.63,5.28,0.04894,0.01151,0.00667,0.272,8062579,112.26,13.5,13682
Yucatán,2018-07-01,2018,7,30.78,105.96,95.57,5.82,18.22,0.05275,0.00833,0.00478,0.128,2320898,58.72,12.5,3540
Zacatecas,2018-07-01,2018,7,30.12,88.92,82.75,9.19,9.79,0.05273,0.01138,0.00686,0.235,1622138,21.55,12.8,2770
Aguascalientes,2018-08-01,2018,8,26.97,71.6,68.18,7.42,9.38,0.04234,0.00885,0.00709,0.222,1425607,253.76,11.5,2274
Baja California,2018-08-01,2018,8,23.88,76.8,69.24,11.63,15.97,0.04531,0.0122,0.00875,0.394,3769020,52.75,10.2,7102
Baja California Sur,2018-08-01,2018,8,29.59,19.84,67.25,7.81,12.87,0.04041,0.01165,0.00563,0.199,798447,10.8,9.8,1109
Campeche,2018-08-01,2018,8,30.69,189.29,82.77,6.76,15.09,0.03992,0.01243,0.00495,0.181,928363,16.03,12.0,1335
Chiapas,2018-08-01,2018,8,29.48,205.79,79.18,6.5,11.28,0.03916,0.00521,0.00448,0.15,5543828,75.64,14.5,9290
Chihuahua,2018-08-01,2018,8,27.21,21.61,54.63,5.4,10.5,0.04372,0.00755,0.00396,0.1,3741869,15.12,11.8,5414
Coahuila,2018-08-01,2018,8,35.79,78.86,51.37,12.5,28.38,0.03913,0.01847,0.00949,0.339,3146771,20.76,11.0,5337
Colima,2018-08-01,2018,8,29.2,81.84,75.34,8.23,18.39,0.03845,0.00934,0.00595,0.454,731391,130.03,12.5,1199
CDMX,2018-08-01,2018,8,26.16,84.88,69.08,12.65,14.76,0.04504,0.01196,0.01025,0.306,9209944,6160.5,14.2,19375
Durango,2018-08-01,2018,8,25.53,95.24,76.78,5.74,7.35,0.04668,0.00715,0.00324,0.129,1832650,14.86,12.0,2747
Guanajuato,2018-08-01,2018,8,30.02,86.44,75.24,13.27,37.05,0.04509,0.01466,0.00837,0.374,6166934,201.49,12.2,12657
Guerrero,2018-08-01,2018,8,31.84,88.87,79.88,8.34,8.39,0.03936,0.01212,0.00568,0.1,3540685,55.67,13.8,5722
Hidalgo,2018-08-01,2018,8,27.72,82.26,74.34,12.4,26.02,0.04405,0.01182,0.00938,0.317,3082841,148.12,13.0,5723
Jalisco,2018-08-01,2018,8,26.41,68.97,69.88,14.14,12.67,0.03805,0.01537,0.00925,0.487,8348151,106.23,12.4,13659
Edomex,2018-08-01,2018,8,26.19,85.88,74.63,12.25,16.05,0.04463,0.01426,0.00941,0.441,16992418,760.05,11.9,30553
Michoacán,2018-08-01,2018,8,25.48,92.6,79.43,7.98,15.51,0.04294,0.00824,0.00635,0.278,4748846,81.04,13.2,8675
Morelos,2018-08-01,2018,8,,,64.81,,,0.03853,0.01956,0.01229,0.432,1971520,404.08,13.5,3783
Nayarit,2018-08-01,2018,8,30.64,97.54,76.76,9.23,16.24,0.04445,0.01278,0.00717,0.357,1235456,44.42,12.8,1946
Nuevo León,2018-08-01,2018,8,26.53,82.4,66.82,16.7,34.74,0.04312,0.0207,0.01287,0.385,5784442,90.16,10.8,10920
Oaxaca,2018-08-01,2018,8,28.03,84.35,76.57,7.56,15.88,0.03985,0.01116,0.0061,0.274,4132148,44.07,14.8,6901
Puebla,2018-08-01,2018,8,27.9,97.71,69.02,10.84,20.86,0.0455,0.00914,0.00902,0.273,6583278,191.9,12.6,11177
Querétaro,2018-08-01,2018,8,30.22,95.88,70.36,8.7,19.53,0.04375,0.01322,0.00662,0.221,2368467,202.71,11.2,3975
Quintana Roo,2018-08-01,2018,8,29.86,81.24,89.36,9.01,8.64,0.04084,0.00991,0.00812,0.213,1857985,41.56,9.5,2339
San Luis Potosí,2018-08-01,2018,8,24.86,71.23,78.5,11.03,19.08,0.04392,0.01591,0.00951,0.29,2822255,46.16,12.5,4664
Sinaloa,2018-08-01,2018,8,29.2,80.09,73.62,6.9,5.0,0.0473,0.00863,0.00429,0.181,3026943,52.77,12.0,4170
Sonora,2018-08-01,2018,8,35.69,21.47,57.5,5.07,5.0,0.04014,0.00612,0.00226,0.1,2944840,16.42,11.2,3594
Tabasco,2018-08-01,2018,8,32.44,208.07,87.67,6.2,12.08,0.03842,0.01103,0.00587,0.1,2402598,97.15,12.5,3917
Tamaulipas,2018-08-01,2018,8,29.67,97.24,66.58,4.89,13.43,0.04021,0.00809,0.00384,0.2,3527735,44.0,11.5,5225
Tlaxcala,2018-08-01,2018,8,26.36,97.02,65.69,8.62,24.0,0.03765,0.00763,0.00682,0.313,1342977,336.5,12.2,2348
Veracruz,2018-08-01,2018,8,29.55,191.46,85.65,6.2,10.46,0.04498,0.00743,0.00536,0.14,8062579,112.26,13.5,11543
Yucatán,2018-08-01,2018,8,33.5,94.48,94.23,8.03,9.59,0.03841,0.01055,0.00563,0.159,2320898,58.72,12.5,3431
Zacatecas,2018-08-01,2018,8,27.02,71.47,68.16,11.58,19.34,0.04357,0.0132,0.0087,0.393,1622138,21.55,12.8,2804
Aguascalientes,2018-09-01,2018,9,,,68.71,,,0.03738,0.01859,0.01136,0.575,1425607,253.76,11.5,2866
Baja California,2018-09-01,2018,9,,,76.82,,,0.03666,0.02009,0.01302,0.384,3769020,52.75,10.2,7346
Baja California Sur,2018-09-01,2018,9,24.77,17.55,73.6,8.95,17.02,0.03064,0.01098,0.00766,0.265,798447,10.8,9.8,1209
Campeche,2018-09-01,2018,9,29.53,142.25,55.4,10.14,18.17,0.03105,0.01271,0.00915,0.219,928363,16.03,12.0,1533
Chiapas,2018-09-01,2018,9,27.17,142.82,63.6,11.04,14.67,0.03882,0.01604,0.00936,0.342,5543828,75.64,14.5,9400
Chihuahua,2018-09-01,2018,9,22.7,18.28,40.87,3.44,8.85,0.03354,0.00561,0.00316,0.172,3741869,15.12,11.8,5834
Coahuila,2018-09-01,2018,9,28.35,66.68,46.64,12.81,23.1,0.03876,0.01683,0.00888,0.453,3146771,20.76,11.0,6166
Colima,2018-09-01,2018,9,28.94,79.58,63.43,9.08,17.16,0.03748,0.01637,0.00577,0.356,731391,130.03,12.5,1156
CDMX,2018-09-01,2018,9,22.87,61.68,60.41,19.88,44.51,0.03161,0.02542,0.01385,0.654,9209944,6160.5,14.2,24342
Durango,2018-09-01,2018,9,26.41,62.31,67.16,8.83,12.94,0.03234,0.01397,0.0088,0.142,1832650,14.86,12.0,2392
Guanajuato,2018-09-01,2018,9,27.75,80.59,66.95,14.56,19.72,0.03412,0.02031,0.01199,0.394,6166934,201.49,12.2,11384
Guerrero,2018-09-01,2018,9,28.69,65.99,66.28,10.04,14.05,0.03206,0.01528,0.0074,0.345,3540685,55.67,13.8,5410
Hidalgo,2018-09-01,2018,9,22.44,84.21,64.75,11.89,17.57,0.03561,0.01897,0.01003,0.432,3082841,148.12,13.0,6881
Jalisco,2018-09-01,2018,9,24.25,86.23,66.95,9.99,17.04,0.03792,0.01084,0.00739,0.26,8348151,106.23,12.4,15159
Edomex,2018-09-01,2018,9,22.48,88.57,62.71,17.55,36.29,0.03542,0.02248,0.01355,0.717,16992418,760.05,11.9,39693
Michoacán,2018-09-01,2018,9,21.75,61.3,68.1,8.46,7.88,0.03069,0.01022,0.00423,0.377,4748846,81.04,13.2,9713
Morelos,2018-09-01,2018,9,25.28,71.86,59.31,13.07,31.09,0.03066,0.01856,0.01139,0.515,1971520,404.08,13.5,4161
Nayarit,2018-09-01,2018,9,27.9,58.11,72.05,11.49,28.31,0.03742,0.01462,0.00825,0.42,1235456,44.42,12.8,2255
Nuevo León,2018-09-01,2018,9,25.24,76.39,66.56,19.16,36.04,0.03579,0.0238,0.01496,0.832,5784442,90.16,10.8,11724
Oaxaca,2018-09-01,2018,9,23.98,65.05,61.74,7.54,10.14,0.03425,0.01022,0.00664,0.166,4132148,44.07,14.8,7949
Puebla,2018-09-01,2018,9,24.11,84.35,70.15,16.32,23.88,0.03264,0.02237,0.01295,0.437,6583278,191.9,12.6,13083
Querétaro,2018-09-01,2018,9,25.72,61.25,60.26,8.83,18.97,0.03662,0.01302,0.00733,0.23,2368467,202.71,11.2,4104
Quintana Roo,2018-09-01,2018,9,30.11,67.23,77.31,6.05,10.56,0.0326,0.00887,0.00303,0.215,1857985,41.56,9.5,2475
San Luis Potosí,2018-09-01,2018,9,24.81,88.02,63.49,13.52,22.87,0.03996,0.01892,0.01059,0.506,2822255,46.16,12.5,4859
Sinaloa,2018-09-01,2018,9,28.41,86.82,68.06,9.76,15.04,0.0313,0.01309,0.00728,0.365,3026943,52.77,12.0,5270
Sonora,2018-09-01,2018,9,30.8,15.45,38.44,12.94,26.44,0.03039,0.01824,0.01092,0.641,2944840,16.42,11.2,5232
Tabasco,2018-09-01,2018,9,30.3,163.24,85.23,12.26,19.61,0.03389,0.01755,0.00792,0.454,2402598,97.15,12.5,3706
Tamaulipas,2018-09-01,2018,9,27.25,76.23,69.43,10.63,15.88,0.03675,0.01224,0.00956,0.558,3527735,44.0,11.5,5664
Tlaxcala,2018-09-01,2018,9,22.71,63.51,71.71,14.21,20.47,0.03599,0.02031,0.00992,0.682,1342977,336.5,12.2,2785
Veracruz,2018-09-01,2018,9,25.6,140.77,81.71,11.55,27.44,0.037,0.01642,0.00924,0.397,8062579,112.26,13.5,15623
Yucatán,2018-09-01,2018,9,26.16,58.65,78.52,3.22,8.5,0.03921,0.00786,0.00402,0.1,2320898,58.72,12.5,3259
Zacatecas,2018-09-01,2018,9,22.91,55.88,62.74,11.29,21.63,0.03883,0.01298,0.0092,0.447,1622138,21.55,12.8,3004
Aguascalientes,2018-10-01,2018,10,19.57,69.89,51.84,14.92,27.23,0.02715,0.02135,0.01174,0.576,1425607,253.76,11.5,3306
Baja California,2018-10-01,2018,10,19.99,40.74,47.26,12.24,19.73,0.03048,0.01596,0.00875,0.441,3769020,52.75,10.2,7802
Baja California Sur,2018-10-01,2018,10,21.58,14.24,48.52,8.55,17.05,0.02593,0.01276,0.00599,0.399,798447,10.8,9.8,1261
Campeche,2018-10-01,2018,10,26.07,103.23,56.51,7.29,13.2,0.02874,0.01074,0.00405,0.283,928363,16.03,12.0,1273
Chiapas,2018-10-01,2018,10,25.6,82.28,52.25,9.14,5.0,0.02975,0.01737,0.00812,0.414,5543828,75.64,14.5,9354
Chihuahua,2018-10-01,2018,10,17.47,15.9,25.36,8.04,11.97,0.02739,0.01195,0.00814,0.446,3741869,15.12,11.8,7960
Coahuila,2018-10-01,2018,10,22.64,46.27,33.17,12.48,12.65,0.03012,0.01824,0.00969,0.69,3146771,20.76,11.0,6255
Colima,2018-10-01,2018,10,28.16,39.19,54.2,5.56,14.32,0.02912,0.00877,0.00335,0.163,731391,130.03,12.5,1073
CDMX,2018-10-01,2018,10,15.47,63.03,52.3,25.45,44.86,0.0322,0.03597,0.02058,1.14,9209944,6160.5,14.2,30919
Durango,2018-10-01,2018,10,16.64,52.27,53.85,12.5,24.85,0.02425,0.01655,0.01068,0.541,1832650,14.86,12.0,4373
Guanajuato,2018-10-01,2018,10,18.49,30.03,50.57,18.94,35.97,0.02877,0.02714,0.01561,0.549,6166934,201.49,12.2,16101
Guerrero,2018-10-01,2018,10,,,50.45,,,0.03158,0.00986,0.00553,0.322,3540685,55.67,13.8,6026
Hidalgo,2018-10-01,2018,10,13.5,53.88,52.5,17.93,30.45,0.02421,0.02718,0.01221,0.794,3082841,148.12,13.0,9340
Jalisco,2018-10-01,2018,10,21.41,32.01,74.63,19.14,31.89,0.02688,0.02814,0.0156,0.761,8348151,106.23,12.4,19517
Edomex,2018-10-01,2018,10,14.32,54.33,56.65,20.76,34.64,0.0263,0.03025,0.01787,0.777,16992418,760.05,11.9,53151
Michoacán,2018-10-01,2018,10,20.12,57.1,58.79,16.36,30.01,0.02637,0.02473,0.01438,0.582,4748846,81.04,13.2,11826
Morelos,2018-10-01,2018,10,21.27,68.46,54.68,16.76,31.15,0.02515,0.0283,0.0144,0.757,1971520,404.08,13.5,4715
Nayarit,2018-10-01,2018,10,23.73,41.26,59.78,13.48,29.45,0.02873,0.01901,0.01055,0.375,1235456,44.42,12.8,2430
Nuevo León,2018-10-01,2018,10,23.2,67.42,52.67,20.33,30.82,0.03179,0.03114,0.01512,0.822,5784442,90.16,10.8,10957
Oaxaca,2018-10-01,2018,10,21.78,56.48,46.85,13.86,29.03,0.02828,0.01889,0.01284,0.648,4132148,44.07,14.8,9193
Puebla,2018-10-01,2018,10,18.86,40.87,49.47,16.24,26.78,0.02592,0.02681,0.01274,0.685,6583278,191.9,12.6,16136
Querétaro,2018-10-01,2018,10,16.82,49.71,56.35,17.75,23.83,0.02684,0.02845,0.01431,0.836,2368467,202.71,11.2,6038
Quintana Roo,2018-10-01,2018,10,27.45,62.84,71.0,13.77,28.84,0.03148,0.01735,0.01006,0.539,1857985,41.56,9.5,3169
San Luis Potosí,2018-10-01,2018,10,19.64,34.75,67.06,15.17,23.91,0.02989,0.0229,0.01193,0.512,2822255,46.16,12.5,6579
Sinaloa,2018-10-01,2018,10,24.81,41.85,48.79,12.34,24.46,0.02598,0.01768,0.01176,0.549,3026943,52.77,12.0,5119
Sonora,2018-10-01,2018,10,23.08,11.09,27.26,13.07,25.7,0.02727,0.01704,0.00906,0.465,2944840,16.42,11.2,5902
Tabasco,2018-10-01,2018,10,25.18,113.64,55.84,8.41,8.63,0.03058,0.01179,0.00788,0.149,2402598,97.15,12.5,3821
Tamaulipas,2018-10-01,2018,10,23.73,51.26,57.25,13.43,21.61,0.02658,0.02106,0.00976,0.543,3527735,44.0,11.5,6816
Tlaxcala,2018-10-01,2018,10,15.09,46.71,55.85,17.17,26.36,0.03188,0.02458,0.01396,0.758,1342977,336.5,12.2,3554
Veracruz,2018-10-01,2018,10,24.39,112.59,68.32,8.9,22.91,0.02505,0.01277,0.00633,0.529,8062579,112.26,13.5,14289
Yucatán,2018-10-01,2018,10,25.53,45.81,71.02,8.26,13.12,0.03077,0.0122,0.00608,0.179,2320898,58.72,12.5,3804
Zacatecas,2018-10-01,2018,10,18.11,68.32,55.09,12.08,20.47,0.03184,0.01858,0.01036,0.356,1622138,21.55,12.8,4034
Aguascalientes,2018-11-01,2018,11,12.74,34.6,53.16,21.11,35.48,0.02525,0.03529,0.01748,1.091,1425607,253.76,11.5,4522
Baja California,2018-11-01,2018,11,14.84,44.1,39.41,21.44,36.22,0.02185,0.03147,0.01815,0.804,3769020,52.75,10.2,11088
Baja California Sur,2018-11-01,2018,11,19.39,9.16,47.1,14.67,20.51,0.02506,0.02395,0.0129,0.604,798447,10.8,9.8,1755
Campeche,2018-11-01,2018,11,25.48,47.52,50.35,13.35,18.27,0.01924,0.02293,0.00934,0.498,928363,16.03,12.0,1528
Chiapas,2018-11-01,2018,11,21.14,50.29,38.95,12.42,21.23,0.01718,0.02259,0.01209,0.523,5543828,75.64,14.5,11859
Chihuahua,2018-11-01,2018,11,10.59,11.14,23.21,11.72,20.56,0.0174,0.01551,0.01116,0.546,3741869,15.12,11.8,10434
Coahuila,2018-11-01,2018,11,14.39,31.03,24.81,17.42,30.99,0.02245,0.03065,0.01361,0.849,3146771,20.76,11.0,8549
Colima,2018-11-01,2018,11,23.52,9.52,34.36,15.99,27.43,0.02507,0.02496,0.01272,0.724,731391,130.03,12.5,1476
CDMX,2018-11-01,2018,11,11.21,10.84,43.15,31.09,52.09,0.01752,0.04549,0.02574,1.326,9209944,6160.5,14.2,34658
Durango,2018-11-01,2018,11,10.02,30.38,45.55,15.32,31.15,0.01855,0.02436,0.01218,0.589,1832650,14.86,12.0,5285
Guanajuato,2018-11-01,2018,11,13.03,8.89,45.79,25.76,42.07,0.01894,0.03987,0.02241,1.085,6166934,201.49,12.2,19954
Guerrero,2018-11-01,2018,11,22.04,34.4,42.49,14.73,31.38,0.02525,0.0221,0.01204,0.6,3540685,55.67,13.8,8386
Hidalgo,2018-11-01,2018,11,9.36,10.75,49.47,19.51,40.7,0.02279,0.03138,0.0171,1.126,3082841,148.12,13.0,10473
Jalisco,2018-11-01,2018,11,15.96,20.71,35.6,25.66,47.24,0.01902,0.04271,0.02198,1.203,8348151,106.23,12.4,26867
Edomex,2018-11-01,2018,11,7.86,38.11,41.62,28.83,49.91,0.01804,0.04936,0.02466,1.444,16992418,760.05,11.9,64609
Michoacán,2018-11-01,2018,11,20.0,34.8,52.62,13.1,32.72,0.01977,0.02014,0.01172,0.498,4748846,81.04,13.2,11547
Morelos,2018-11-01,2018,11,20.14,16.25,48.48,21.28,39.94,0.01746,0.03342,0.01913,1.057,1971520,404.08,13.5,5313
Nayarit,2018-11-01,2018,11,21.3,8.05,34.87,12.74,21.32,0.01729,0.01887,0.01261,0.458,1235456,44.42,12.8,2618
Nuevo León,2018-11-01,2018,11,20.21,46.11,38.73,29.86,63.5,0.02201,0.04592,0.02614,1.356,5784442,90.16,10.8,17321
Oaxaca,2018-11-01,2018,11,19.53,19.23,41.33,18.91,35.27,0.02601,0.03249,0.01695,0.907,4132148,44.07,14.8,10808
Puebla,2018-11-01,2018,11,10.44,33.97,41.44,24.03,51.93,0.01717,0.03784,0.02136,1.172,6583278,191.9,12.6,24744
Querétaro,2018-11-01,2018,11,11.95,11.28,43.11,17.06,32.14,0.02103,0.02991,0.01505,0.693,2368467,202.71,11.2,7578
Quintana Roo,2018-11-01,2018,11,25.2,45.81,60.67,12.32,36.01,0.01786,0.01602,0.01123,0.411,1857985,41.56,9.5,3550
San Luis Potosí,2018-11-01,2018,11,17.6,20.1,43.94,17.68,33.2,0.02233,0.03173,0.01519,0.693,2822255,46.16,12.5,7069
Sinaloa,2018-11-01,2018,11,23.51,34.79,40.27,13.02,21.44,0.02333,0.02192,0.00991,0.709,3026943,52.77,12.0,6126
Sonora,2018-11-01,2018,11,16.14,6.87,26.81,16.26,36.47,0.01888,0.03101,0.01265,0.712,2944840,16.42,11.2,7806
Tabasco,2018-11-01,2018,11,23.94,43.42,55.09,9.63,17.75,0.01758,0.01628,0.00718,0.288,2402598,97.15,12.5,4417
Tamaulipas,2018-11-01,2018,11,21.82,9.16,47.38,21.13,37.93,0.01953,0.03669,0.0162,1.131,3527735,44.0,11.5,8500
Tlaxcala,2018-11-01,2018,11,11.18,26.15,38.29,21.3,33.73,0.02257,0.03655,0.01765,0.877,1342977,336.5,12.2,4614
Veracruz,2018-11-01,2018,11,18.84,50.25,68.14,9.72,11.6,0.02636,0.015,0.00782,0.49,8062579,112.26,13.5,18073
Yucatán,2018-11-01,2018,11,22.49,21.07,59.17,7.91,14.35,0.02359,0.01075,0.00496,0.185,2320898,58.72,12.5,3958
Zacatecas,2018-11-01,2018,11,8.15,33.43,54.77,13.87,27.52,0.02656,0.02273,0.01046,0.783,1622138,21.55,12.8,5495
Aguascalientes,2018-12-01,2018,12,6.09,8.07,32.56,16.32,27.59,0.02234,0.03306,0.01538,0.844,1425607,253.76,11.5,5141
Baja California,2018-12-01,2018,12,16.33,24.61,34.86,22.53,36.59,0.02408,0.03649,0.01878,1.128,3769020,52.75,10.2,10449
Baja California Sur,2018-12-01,2018,12,19.67,1.56,30.75,15.8,30.02,0.0158,0.03234,0.01333,0.845,798447,10.8,9.8,1787
Campeche,2018-12-01,2018,12,21.54,12.97,37.19,15.13,23.17,0.0154,0.0275,0.01062,0.831,928363,16.03,12.0,1931
Chiapas,2018-12-01,2018,12,19.04,40.39,47.91,14.82,30.89,0.01632,0.03006,0.01205,0.692,5543828,75.64,14.5,13803
Chihuahua,2018-12-01,2018,12,5.88,4.58,18.72,14.08,18.09,0.01548,0.02562,0.01266,0.532,3741869,15.12,11.8,12531
Coahuila,2018-12-01,2018,12,9.68,36.04,24.6,21.68,41.9,0.02099,0.0392,0.01875,1.32,3146771,20.76,11.0,10703
Colima,2018-12-01,2018,12,20.99,25.86,31.3,18.04,35.25,0.02023,0.03314,0.01454,0.898,731391,130.03,12.5,1709
CDMX,2018-12-01,2018,12,5.34,11.09,35.61,31.64,56.28,0.01898,0.04982,0.02956,1.703,9209944,6160.5,14.2,40592
Durango,2018-12-01,2018,12,7.13,5.48,31.82,15.8,24.77,0.02066,0.02812,0.01476,0.814,1832650,14.86,12.0,5719
Guanajuato,2018-12-01,2018,12,8.61,40.84,38.34,23.28,46.02,0.01577,0.04079,0.02016,1.179,6166934,201.49,12.2,21727
Guerrero,2018-12-01,2018,12,20.74,42.58,31.26,15.88,29.23,0.01643,0.0299,0.0117,0.915,3540685,55.67,13.8,8767
Hidalgo,2018-12-01,2018,12,6.05,19.62,24.66,20.47,39.39,0.02229,0.03418,0.0162,0.999,3082841,148.12,13.0,11455
Jalisco,2018-12-01,2018,12,16.2,30.1,35.0,22.07,52.95,0.02422,0.03848,0.01883,1.23,8348151,106.23,12.4,24812
Edomex,2018-12-01,2018,12,4.66,11.99,37.94,26.88,39.87,0.02478,0.0483,0.02283,1.477,16992418,760.05,11.9,67446
Michoacán,2018-12-01,2018,12,17.86,36.3,28.94,20.37,38.08,0.0156,0.03426,0.01813,1.155,4748846,81.04,13.2,11986
Morelos,2018-12-01,2018,12,16.91,42.86,25.21,21.87,35.22,0.01896,0.03732,0.01783,1.082,1971520,404.08,13.5,6198
Nayarit,2018-12-01,2018,12,17.41,26.75,32.42,11.86,22.67,0.01972,0.02506,0.0119,0.666,1235456,44.42,12.8,2870
Nuevo León,2018-12-01,2018,12,16.75,34.21,36.88,24.89,46.98,0.02195,0.04656,0.02195,1.323,5784442,90.16,10.8,17843
Oaxaca,2018-12-01,2018,12,15.47,13.45,37.5,20.41,29.37,0.02014,0.03224,0.01771,1.093,4132148,44.07,14.8,12063
Puebla,2018-12-01,2018,12,6.97,6.66,31.18,25.69,56.85,0.01907,0.04713,0.02239,1.318,6583278,191.9,12.6,26553
Querétaro,2018-12-01,2018,12,8.88,35.41,42.2,25.17,43.11,0.02413,0.04175,0.02217,1.185,2368467,202.71,11.2,8387
Quintana Roo,2018-12-01,2018,12,20.63,25.21,47.35,8.23,24.12,0.02115,0.01462,0.00586,0.345,1857985,41.56,9.5,3423
San Luis Potosí,2018-12-01,2018,12,17.29,3.55,35.7,23.27,47.8,0.02299,0.04556,0.01875,1.299,2822255,46.16,12.5,8493
Sinaloa,2018-12-01,2018,12,18.14,38.19,42.72,16.14,31.3,0.01721,0.0325,0.01403,0.891,3026943,52.77,12.0,7314
Sonora,2018-12-01,2018,12,9.44,4.86,23.09,17.56,32.54,0.01803,0.03228,0.016,0.786,2944840,16.42,11.2,9177
Tabasco,2018-12-01,2018,12,23.24,31.0,57.15,13.25,16.55,0.01812,0.02711,0.01057,0.584,2402598,97.15,12.5,4869
Tamaulipas,2018-12-01,2018,12,16.45,10.95,34.52,18.45,33.59,0.0187,0.03331,0.01631,0.896,3527735,44.0,11.5,9581
Tlaxcala,2018-12-01,2018,12,4.96,16.57,39.97,22.16,36.24,0.01609,0.03737,0.01815,1.142,1342977,336.5,12.2,5188
Veracruz,2018-12-01,2018,12,18.74,42.29,50.52,15.82,30.59,0.0219,0.02814,0.01412,0.798,8062579,112.26,13.5,18794
Yucatán,2018-12-01,2018,12,21.2,7.8,63.74,14.86,23.67,0.02361,0.02854,0.01166,0.822,2320898,58.72,12.5,5226
Zacatecas,2018-12-01,2018,12,3.71,37.34,39.37,16.08,25.34,0.02242,0.02602,0.0148,0.804,1622138,21.55,12.8,5841
Aguascalientes,2019-01-01,2019,1,6.59,22.02,34.25,19.0,39.46,0.01869,0.03456,0.01795,1.048,1425607,253.76,11.5,5096
